Id,SalePrice
1696,214000
1697,189000
1698,325000
1699,290000
1700,188000
1701,290000
1702,239000
1703,232000
1704,240000
1705,270000
1706,315000
1707,185000
1708,210000
1709,325000
1710,185000
1711,266000
1712,216837
1713,232000
1714,201000
1715,185000
1716,147000
1717,141000
1718,141000
1719,284000
1720,350000
1721,155000
1722,155000
1723,155000
1724,392000
1725,196500
1726,179200
1727,125000
1728,178000
1729,178000
1730,143000
1731,128500
1732,110000
1733,110000
1734,140000
1735,132500
1736,112500
1737,268000
1738,230000
1739,196000
1740,172500
1741,148000
1742,177500
1743,172500
1744,241500
1745,228000
1746,197000
1747,197000
1748,147000
1749,165000
1750,124000
1751,235000
1752,125000
1753,167000
1754,140000
1755,165000
1756,112500
1757,124500
1758,129000
1759,141000
1760,154000
1761,167000
1762,108000
1763,165000
1764,117500
1765,167000
1766,163000
1767,205000
1768,153000
1769,163000
1770,145000
1771,139000
1772,124000
1773,135000
1774,145000
1775,119000
1776,112000
1777,106500
1778,127000
1779,93000
1780,225000
1781,119000
1782,100000
1783,135000
1784,86000
1785,135000
1786,143000
1787,155000
1788,98000
1789,104900
1790,112000
1791,167900
1792,143000
1793,250000
1794,147000
1795,155000
1796,120000
1797,118500
1798,139000
1799,109500
1800,140000
1801,133000
1802,119000
1803,155000
1804,144000
1805,132500
1806,117000
1807,137000
1808,112000
1809,140000
1810,113000
1811,125500
1812,115000
1813,133000
1814,125500
1815,82500
1816,100000
1817,91000
1818,130000
1819,127000
1820,98000
1821,55000
1822,132000
1823,91000
1824,149000
1825,127000
1826,100000
1827,119000
1828,129900
1829,100000
1830,143000
1831,159500
1832,130000
1833,113000
1834,79900
1835,128000
1836,98000
1837,130000
1838,106000
1839,86000
1840,179000
1841,148000
1842,105000
1843,158000
1844,83000
1845,140000
1846,141000
1847,141000
1848,108000
1849,93000
1850,135000
1851,136000
1852,132000
1853,138000
1854,250000
1855,175000
1856,152000
1857,242000
1858,112000
1859,112000
1860,134000
1861,112000
1862,235000
1863,189000
1864,189000
1865,220000
1866,147000
1867,270000
1868,239000
1869,222000
1870,290000
1871,220000
1872,174000
1873,260000
1874,126000
1875,221000
1876,181000
1877,200000
1878,220000
1879,156000
1880,119500
1881,262500
1882,280000
1883,210000
1884,226000
1885,221000
1886,280000
1887,191000
1888,232000
1889,174000
1890,142000
1891,140000
1892,100000
1893,128000
1894,145000
1895,139000
1896,135000
1897,115000
1898,140000
1899,140000
1900,155000
1901,141000
1902,141000
1903,118000
1904,135000
1905,157900
1906,230000
1907,166000
1908,119500
1909,151000
1910,151000
1911,187500
1912,335000
1913,125000
1914,79000
1915,172500
1916,60000
1917,222500
1918,171000
1919,171000
1920,190000
1921,320000
1922,320000
1923,179900
1924,275000
1925,225000
1926,239000
1927,137000
1928,157000
1929,127000
1930,148000
1931,187000
1932,126000
1933,128500
1934,181000
1935,188000
1936,211000
1937,168000
1938,194000
1939,236500
1940,207500
1941,181000
1942,195000
1943,180000
1944,250000
1945,315000
1946,143000
1947,266000
1948,185000
1949,320000
1950,175500
1951,335000
1952,260000
1953,165000
1954,197900
1955,167900
1956,250000
1957,180000
1958,168000
1959,136000
1960,122000
1961,123000
1962,83000
1963,83000
1964,119500
1965,155000
1966,155000
1967,232000
1968,239000
1969,315000
1970,320000
1971,325000
1972,260000
1973,210000
1974,173000
1975,325000
1976,232000
1977,223500
1978,280000
1979,266000
1980,260000
1981,266000
1982,224000
1983,224000
1984,173000
1985,196000
1986,196000
1987,172500
1988,173000
1989,180000
1990,219500
1991,224000
1992,179000
1993,162000
1994,230000
1995,189000
1996,192000
1997,285000
1998,315000
1999,250000
2000,290000
2001,152000
2002,232000
2003,224000
2004,236000
2005,290000
2006,147000
2007,284000
2008,194000
2009,195000
2010,195000
2011,142500
2012,147000
2013,188000
2014,173000
2015,225000
2016,173000
2017,219500
2018,124000
2019,115000
2020,129000
2021,100000
2022,190000
2023,135000
2024,173000
2025,315000
2026,172500
2027,151000
2028,151000
2029,172500
2030,236500
2031,180000
2032,196000
2033,278000
2034,165000
2035,205000
2036,172500
2037,172500
2038,164000
2039,290000
2040,235000
2041,241500
2042,226000
2043,200000
2044,217000
2045,280000
2046,167000
2047,154000
2048,130000
2049,200000
2050,200000
2051,115000
2052,139000
2053,155000
2054,98000
2055,157900
2056,120000
2057,124500
2058,235000
2059,139000
2060,145000
2061,157900
2062,135000
2063,113000
2064,139000
2065,137000
2066,141000
2067,115000
2068,145000
2069,108000
2070,105000
2071,117000
2072,140000
2073,122000
2074,205000
2075,142000
2076,119000
2077,141000
2078,132500
2079,131000
2080,119000
2081,119000
2082,125000
2083,110000
2084,119000
2085,155000
2086,89500
2087,133000
2088,127000
2089,87000
2090,128000
2091,147000
2092,125500
2093,115000
2094,205000
2095,140000
2096,109500
2097,127000
2098,115000
2099,89500
2100,163500
2101,115000
2102,106000
2103,139000
2104,137000
2105,128000
2106,137500
2107,163000
2108,128500
2109,130000
2110,149000
2111,116000
2112,149000
2113,127000
2114,140000
2115,117000
2116,110500
2117,133000
2118,105000
2119,102000
2120,127000
2121,109900
2122,125500
2123,120500
2124,129900
2125,102000
2126,105000
2127,153500
2128,110000
2129,120500
2130,140000
2131,163000
2132,110000
2133,125000
2134,177000
2135,100000
2136,90000
2137,135000
2138,137000
2139,172500
2140,130000
2141,151000
2142,154000
2143,148000
2144,200000
2145,145000
2146,137000
2147,80000
2148,127000
2149,110000
2150,260000
2151,155000
2152,256000
2153,165500
2154,127500
2155,140000
2156,173000
2157,232000
2158,225000
2159,191000
2160,174000
2161,232000
2162,320000
2163,320000
2164,290000
2165,165000
2166,126000
2167,191000
2168,200000
2169,173000
2170,200000
2171,137000
2172,135000
2173,142500
2174,222500
2175,230000
2176,315000
2177,200000
2178,230000
2179,141000
2180,181000
2181,167900
2182,239000
2183,224000
2184,158000
2185,83000
2186,148000
2187,171000
2188,162000
2189,240000
2190,82000
2191,82000
2192,145000
2193,242000
2194,127000
2195,110000
2196,93000
2197,130000
2198,157000
2199,145000
2200,143000
2201,112000
2202,155000
2203,167900
2204,108000
2205,127500
2206,139000
2207,167900
2208,230000
2209,170000
2210,151000
2211,119000
2212,110000
2213,87000
2214,130000
2215,79000
2216,124000
2217,82000
2218,98000
2219,79000
2220,108000
2221,172500
2222,275000
2223,240000
2224,196500
2225,135000
2226,217000
2227,170000
2228,214000
2229,255000
2230,167500
2231,225000
2232,175000
2233,215000
2234,285000
2235,230000
2236,239000
2237,250000
2238,188000
2239,147000
2240,153500
2241,180500
2242,127000
2243,127000
2244,84500
2245,83000
2246,154000
2247,118000
2248,138000
2249,120500
2250,142500
2251,160000
2252,232000
2253,168500
2254,160000
2255,181000
2256,189000
2257,144500
2258,173000
2259,175000
2260,180500
2261,164000
2262,180000
2263,250000
2264,385000
2265,160000
2266,266000
2267,320000
2268,320000
2269,145000
2270,175000
2271,210000
2272,190000
2273,148000
2274,181000
2275,217000
2276,210000
2277,185000
2278,147000
2279,129000
2280,144000
2281,196000
2282,181000
2283,148500
2284,113000
2285,155000
2286,127000
2287,325000
2288,320000
2289,239000
2290,239000
2291,335000
2292,315000
2293,239000
2294,320000
2295,385000
2296,320000
2297,147000
2298,320000
2299,275000
2300,250000
2301,310000
2302,232000
2303,230000
2304,212000
2305,172500
2306,224000
2307,181000
2308,235000
2309,232000
2310,224000
2311,196000
2312,177000
2313,174000
2314,242000
2315,174000
2316,174000
2317,260000
2318,186500
2319,176000
2320,185000
2321,196000
2322,172500
2323,190000
2324,178000
2325,220000
2326,215000
2327,193000
2328,210000
2329,181000
2330,211000
2331,236500
2332,315000
2333,290000
2334,200000
2335,228000
2336,192000
2337,202500
2338,239000
2339,220000
2340,239000
2341,214000
2342,201000
2343,189000
2344,236000
2345,213500
2346,224000
2347,147000
2348,210000
2349,185000
2350,239000
2351,232000
2352,320000
2353,284000
2354,147000
2355,141000
2356,155000
2357,190000
2358,194500
2359,124000
2360,143500
2361,127000
2362,250000
2363,135000
2364,156000
2365,196000
2366,172500
2367,172500
2368,172500
2369,235000
2370,174000
2371,177500
2372,185000
2373,250000
2374,189000
2375,270000
2376,260000
2377,335000
2378,158000
2379,155000
2380,129000
2381,158000
2382,180000
2383,213000
2384,194500
2385,155000
2386,139000
2387,142000
2388,90000
2389,115000
2390,141000
2391,124500
2392,110000
2393,140000
2394,145000
2395,169000
2396,155000
2397,235000
2398,133000
2399,80000
2400,98000
2401,112000
2402,135000
2403,124000
2404,129500
2405,165000
2406,140000
2407,129000
2408,132500
2409,124000
2410,167900
2411,140000
2412,139000
2413,139000
2414,118000
2415,145000
2416,145000
2417,124500
2418,135000
2419,135000
2420,135000
2421,135000
2422,141000
2423,147000
2424,223500
2425,242000
2426,135000
2427,104900
2428,170000
2429,110000
2430,142000
2431,119000
2432,135000
2433,139000
2434,155000
2435,141000
2436,109500
2437,109500
2438,129000
2439,115000
2440,120000
2441,98000
2442,110500
2443,115000
2444,139000
2445,112000
2446,87000
2447,122000
2448,140000
2449,98000
2450,135000
2451,127000
2452,219500
2453,97000
2454,147000
2455,127000
2456,115000
2457,133000
2458,120000
2459,115000
2460,115000
2461,125500
2462,149000
2463,105000
2464,155000
2465,136000
2466,112000
2467,113000
2468,98000
2469,102000
2470,180500
2471,205000
2472,143000
2473,112000
2474,105000
2475,230000
2476,113000
2477,140000
2478,171000
2479,80000
2480,177000
2481,129000
2482,125000
2483,129000
2484,138500
2485,124500
2486,168000
2487,168000
2488,155000
2489,135000
2490,155000
2491,108000
2492,157000
2493,170000
2494,135000
2495,82500
2496,163500
2497,145000
2498,129900
2499,97000
2500,148000
2501,145000
2502,135000
2503,118500
2504,143000
2505,178000
2506,147000
2507,147000
2508,232000
2509,214000
2510,210000
2511,185000
2512,219500
2513,210000
2514,215000
2515,156000
2516,211000
2517,126000
2518,175000
2519,214000
2520,187500
2521,190000
2522,230000
2523,110000
2524,135000
2525,171000
2526,143500
2527,175000
2528,110000
2529,115000
2530,127000
2531,240000
2532,210000
2533,230000
2534,290000
2535,340000
2536,205000
2537,215000
2538,186500
2539,176000
2540,185000
2541,174000
2542,173000
2543,129000
2544,132500
2545,144000
2546,155000
2547,177000
2548,126000
2549,127000
2550,385000
2551,140000
2552,129000
2553,82000
2554,118000
2555,165000
2556,123000
2557,110000
2558,137000
2559,100000
2560,155000
2561,155000
2562,140000
2563,155000
2564,155000
2565,115000
2566,135000
2567,113000
2568,143000
2569,190000
2570,151000
2571,240000
2572,172500
2573,335000
2574,215000
2575,110000
2576,130000
2577,147000
2578,115000
2579,108000
2580,130000
2581,150000
2582,120500
2583,235000
2584,137000
2585,200000
2586,221000
2587,190000
2588,168500
2589,143000
2590,190000
2591,168000
2592,230000
2593,235000
2594,175500
2595,220000
2596,285000
2597,175000
2598,250000
2599,325000
2600,93000
2601,147000
2602,119500
2603,91000
2604,106000
2605,112000
2606,144000
2607,176000
2608,215000
2609,126000
2610,110000
2611,150000
2612,145000
2613,175000
2614,143000
2615,140000
2616,139000
2617,110000
2618,240000
2619,320000
2620,188000
2621,215000
2622,185000
2623,280000
2624,240000
2625,275000
2626,173000
2627,170000
2628,320000
2629,320000
2630,325000
2631,385000
2632,340000
2633,275000
2634,315000
2635,137000
2636,205000
2637,170000
2638,237000
2639,189000
2640,153500
2641,123000
2642,200000
2643,100000
2644,127000
2645,119500
2646,100000
2647,100000
2648,127500
2649,127000
2650,148500
2651,148500
2652,385000
2653,232000
2654,240000
2655,315000
2656,325000
2657,266000
2658,345000
2659,212000
2660,340000
2661,320000
2662,315000
2663,340000
2664,275000
2665,318061
2666,266000
2667,174000
2668,186500
2669,185000
2670,255000
2671,178000
2672,172500
2673,202500
2674,174000
2675,213500
2676,195000
2677,173000
2678,250000
2679,236000
2680,192000
2681,278000
2682,290000
2683,315000
2684,290000
2685,228000
2686,255000
2687,320000
2688,220000
2689,220000
2690,320000
2691,193000
2692,176000
2693,203000
2694,142500
2695,176000
2696,176000
2697,181000
2698,190000
2699,125000
2700,125000
2701,187000
2702,117500
2703,112000
2704,144000
2705,117500
2706,138500
2707,139000
2708,156000
2709,110000
2710,108000
2711,275000
2712,180000
2713,197000
2714,155000
2715,177500
2716,180000
2717,189000
2718,262500
2719,149900
2720,167000
2721,158000
2722,129000
2723,173000
2724,129000
2725,167900
2726,154000
2727,140000
2728,160000
2729,171000
2730,157900
2731,136000
2732,140000
2733,142000
2734,256000
2735,128000
2736,135000
2737,135000
2738,124000
2739,180500
2740,167900
2741,139000
2742,155000
2743,165500
2744,155000
2745,132000
2746,135000
2747,120000
2748,130000
2749,135000
2750,135000
2751,168000
2752,160000
2753,129000
2754,170000
2755,110000
2756,108000
2757,113000
2758,107500
2759,116000
2760,135000
2761,165000
2762,139000
2763,163000
2764,197000
2765,235000
2766,144000
2767,82000
2768,124000
2769,135000
2770,132500
2771,109500
2772,129000
2773,167500
2774,87000
2775,79900
2776,110000
2777,122000
2778,87000
2779,130000
2780,125000
2781,79900
2782,112000
2783,125500
2784,118000
2785,115000
2786,100000
2787,133000
2788,88000
2789,107500
2790,90000
2791,117500
2792,98000
2793,177000
2794,105000
2795,127000
2796,118500
2797,143000
2798,105000
2799,127000
2800,124000
2801,125000
2802,110000
2803,200000
2804,115000
2805,116000
2806,118500
2807,220000
2808,154000
2809,140000
2810,139000
2811,140000
2812,125000
2813,167900
2814,190000
2815,144000
2816,335000
2817,137000
2818,110000
2819,151000
2820,118000
2821,115000
2822,180500
2823,235000
2824,320000
2825,120000
2826,145000
2827,117500
2828,175000
2829,178000
2830,200000
2831,176000
2832,240000
2833,220000
2834,196500
2835,232000
2836,190000
2837,158000
2838,175000
2839,215000
2840,191000
2841,219500
2842,231500
2843,159500
2844,156000
2845,127000
2846,190000
2847,181000
2848,285000
2849,193000
2850,222500
2851,280000
2852,250000
2853,196500
2854,136500
2855,192000
2856,193000
2857,184000
2858,224000
2859,189000
2860,127500
2861,175000
2862,215000
2863,173000
2864,250000
2865,140000
2866,130000
2867,120000
2868,118500
2869,135000
2870,80000
2871,119000
2872,60000
2873,108000
2874,135000
2875,145000
2876,155000
2877,105000
2878,136000
2879,135000
2880,118500
2881,177000
2882,144000
2883,149000
2884,230000
2885,180500
2886,135000
2887,119000
2888,119000
2889,91000
2890,100000
2891,125000
2892,82500
2893,130000
2894,100000
2895,235000
2896,275000
2897,215000
2898,124000
2899,201000
2900,153500
2901,240000
2902,179000
2903,280000
2904,220000
2905,82000
2906,153500
2907,127000
2908,130000
2909,200000
2910,84500
2911,119500
2912,148000
2913,88000
2914,106000
2915,106000
2916,88000
2917,168000
2918,147000
2919,236000
